State_Code,State,Type,Year,Type_Detail,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2011,Consumption,11906249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2012,Consumption,11931169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2013,Consumption,12660976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2014,Consumption,12899498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2010,Production,11412134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2011,Production,12571450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2012,Production,14180982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2013,Production,15688922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2014,Production,17597105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2010,Expenditures,135014.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2011,Expenditures,163261.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2012,Expenditures,152010.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2013,Expenditures,158213.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2014,Expenditures,162555.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2010,Price,17.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2011,Price,20.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2012,Price,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2013,Price,19.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2014,Price,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2010,Consumption,101.8714662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2011,Consumption,100.2093019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2012,Consumption,106.1168105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Consumption (billion BTU),2014,Consumption,101.8839148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2010,Production,110.1586259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2011,Production,112.8030736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2012,Production,110.6335372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Production (billion BTU),2014,Production,112.1626138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2010,Expenditures,120.9218579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2011,Expenditures,93.108247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2012,Expenditures,104.0811077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Expenditures (million USD),2014,Expenditures,102.7443227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2010,Price,118.375576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2011,Price,92.94403893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2012,Price,99.89528796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Total Energy Average Price (USD/million BTU),2014,Price,99.8427673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Biomass Consumption (billion BTU),2010,Consumption,179840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Biomass Consumption (billion BTU),2011,Consumption,205461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Biomass Consumption (billion BTU),2012,Consumption,200181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Biomass Consumption (billion BTU),2013,Consumption,197910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Biomass Consumption (billion BTU),2014,Consumption,214603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Consumption (billion BTU),2010,Consumption,1568060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Consumption (billion BTU),2011,Consumption,1695239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Consumption (billion BTU),2012,Consumption,1498818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Consumption (billion BTU),2013,Consumption,1597357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Consumption (billion BTU),2014,Consumption,1585961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Production (billion BTU),2010,Production,538258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Production (billion BTU),2011,Production,605290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Production (billion BTU),2012,Production,578697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Production (billion BTU),2013,Production,564850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Production (billion BTU),2014,Production,576803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Expenditures (million USD),2010,Expenditures,2936.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Expenditures (million USD),2011,Expenditures,3212.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Expenditures (million USD),2012,Expenditures,2865.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Expenditures (million USD),2013,Expenditures,3189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Expenditures (million USD),2014,Expenditures,3213.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Average Price (USD per million BTU),2010,Price,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Average Price (USD per million BTU),2011,Price,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Average Price (USD per million BTU),2012,Price,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Average Price (USD per million BTU),2013,Price,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Coal Average Price (USD per million BTU),2014,Price,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Consumption (billion BTU),2010,Consumption,1223057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Consumption (billion BTU),2011,Consumption,1283134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Consumption (billion BTU),2012,Consumption,1245735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Consumption (billion BTU),2013,Consumption,1292524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Consumption (billion BTU),2014,Consumption,1329553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Expenditures (million USD),2010,Expenditures,32698.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Expenditures (million USD),2011,Expenditures,33064.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Expenditures (million USD),2012,Expenditures,30604.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Expenditures (million USD),2013,Expenditures,32034.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Expenditures (million USD),2014,Expenditures,33991.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Average Price (USD per million BTU),2010,Price,27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Average Price (USD per million BTU),2011,Price,26.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Average Price (USD per million BTU),2012,Price,25.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Average Price (USD per million BTU),2013,Price,25.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Electricity Average Price (USD per million BTU),2014,Price,26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Fossil Fuels Consumption (billion BTU),2010,Consumption,10741110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Fossil Fuels Consumption (billion BTU),2011,Consumption,10979933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Fossil Fuels Consumption (billion BTU),2012,Consumption,11054960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Fossil Fuels Consumption (billion BTU),2013,Consumption,11616497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Fossil Fuels Consumption (billion BTU),2014,Consumption,11752655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Consumption (billion BTU),2010,Consumption,2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Consumption (billion BTU),2011,Consumption,2488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Consumption (billion BTU),2012,Consumption,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Consumption (billion BTU),2013,Consumption,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Consumption (billion BTU),2014,Consumption,2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Net Generation (million kilowatt hours),2010,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Net Generation (million kilowatt hours),2011,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Net Generation (million kilowatt hours),2012,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Net Generation (million kilowatt hours),2013,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Geothermal Energy Net Generation (million kilowatt hours),2014,Production,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Consumption (billion BTU),2010,Consumption,12310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Consumption (billion BTU),2011,Consumption,5471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Consumption (billion BTU),2012,Consumption,5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Consumption (billion BTU),2013,Consumption,4580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Consumption (billion BTU),2014,Consumption,3670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Net Generation (million kilowatt hours),2010,Production,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Net Generation (million kilowatt hours),2011,Production,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Net Generation (million kilowatt hours),2012,Production,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Net Generation (million kilowatt hours),2013,Production,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Hydropower Net Generation (million kilowatt hours),2014,Production,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2010,Consumption,3689583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2011,Consumption,3800578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2012,Consumption,3964121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2013,Consumption,4143328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Consumption (including supplemental gaseous fuels) (billion BTU),2014,Consumption,4219128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Expenditures (million USD),2010,Expenditures,15761.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Expenditures (million USD),2011,Expenditures,14900.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Expenditures (million USD),2012,Expenditures,11266.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Expenditures (million USD),2013,Expenditures,14021.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Expenditures (million USD),2014,Expenditures,16884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Average Price (USD per million BTU),2010,Price,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Average Price (USD per million BTU),2011,Price,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Average Price (USD per million BTU),2012,Price,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Average Price (USD per million BTU),2013,Price,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Natural Gas Average Price (USD per million BTU),2014,Price,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Consumption (billion BTU),2010,Consumption,1425319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Consumption (billion BTU),2011,Consumption,1452532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Consumption (billion BTU),2012,Consumption,1555977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Consumption (billion BTU),2013,Consumption,1650880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Consumption (billion BTU),2014,Consumption,1598099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Expenditures (million USD),2010,Expenditures,24548.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Expenditures (million USD),2011,Expenditures,30956.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Expenditures (million USD),2012,Expenditures,23014.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Expenditures (million USD),2013,Expenditures,23641.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Expenditures (million USD),2014,Expenditures,24824.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Average Price (USD per million BTU),2010,Price,17.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Average Price (USD per million BTU),2011,Price,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Average Price (USD per million BTU),2012,Price,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Average Price (USD per million BTU),2013,Price,14.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,LPG Average Price (USD per million BTU),2014,Price,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,GDP,2010,Total,1251494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,GDP,2011,Total,1351048.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,GDP,2012,Total,1440819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,GDP,2013,Total,1527158.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,GDP,2014,Total,1601976.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Population Estimate,2010,Population,25245717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Population Estimate,2011,Population,25657477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Population Estimate,2012,Population,26094422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Population Estimate,2013,Population,26505637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,Texas,Population Estimate,2014,Population,26956958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Consumption (billion BTU),2010,Consumption,97446021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Consumption (billion BTU),2011,Consumption,96827465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Consumption (billion BTU),2012,Consumption,94411432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Consumption (billion BTU),2013,Consumption,97141368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Consumption (billion BTU),2014,Consumption,98385210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Production (billion BTU),2010,Production,74593106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Production (billion BTU),2011,Production,77778786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Production (billion BTU),2012,Production,79032062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Production (billion BTU),2013,Production,81604540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Production (billion BTU),2014,Production,87228228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Expenditures (million USD),2010,Expenditures,1212094.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Expenditures (million USD),2011,Expenditures,1393001.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Expenditures (million USD),2012,Expenditures,1356103.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Expenditures (million USD),2013,Expenditures,1378359.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Expenditures (million USD),2014,Expenditures,1394974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Average Price (USD/million BTU),2010,Price,18.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Average Price (USD/million BTU),2011,Price,21.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,United States,Total Energy Average Price (USD/million BTU),2012,Price,21.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
