,latitude,longitude,State,State Abbr,region,sub-region,country,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg,2011-(Fossil),2012-(Fossil),2013-(Fossil),2014-(Fossil),2015-(Fossil),2016-(Fossil),2017-(Fossil),2018-(Fossil),2019-(Fossil),2020-(Fossil),2011(TR),2012(TR),2013(TR),2014(TR),2015(TR),2016(TR),2017(TR),2018(TR),2019(TR),2020(TR),2011-Total,2012-Total,2013-Total,2014-Total,2015-Total,2016-Total,2017-Total,2018-Total,2019-Total,2020-Total
4644,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2018,59.472702,43.340206,12.198882,0.18387984,0.10796098,421918.3,411798.5,430513.6,437368.19999999995,422137.1,409460.9,409569.9,420276.60000000003,425187.1,390655.2,21543.1,20383.0,23520.7,23250.9,23543.3,23092.1,24049.6,25195.2,23457.0,21790.2,443461.39999999997,432181.5,454034.3,460619.1,445680.39999999997,432553.0,433619.5,445471.80000000005,448644.1,412445.4
4656,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2019,61.063522,43.09381,12.198916,0.11659041,0.08358362,421918.3,411798.5,430513.6,437368.19999999995,422137.1,409460.9,409569.9,420276.60000000003,425187.1,390655.2,21543.1,20383.0,23520.7,23250.9,23543.3,23092.1,24049.6,25195.2,23457.0,21790.2,443461.39999999997,432181.5,454034.3,460619.1,445680.39999999997,432553.0,433619.5,445471.80000000005,448644.1,412445.4
4668,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2020,62.6239,44.66287,12.195309,0.09675906,0.05819078,421918.3,411798.5,430513.6,437368.19999999995,422137.1,409460.9,409569.9,420276.60000000003,425187.1,390655.2,21543.1,20383.0,23520.7,23250.9,23543.3,23092.1,24049.6,25195.2,23457.0,21790.2,443461.39999999997,432181.5,454034.3,460619.1,445680.39999999997,432553.0,433619.5,445471.80000000005,448644.1,412445.4
4680,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2011,59.26582,45.31094,12.203503,0.11939583,0.12307948,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4692,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2012,60.59811,46.868286,12.19974,0.08750231,0.08168658,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4704,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2013,58.205288,44.067703,12.203618,0.09471177,0.1562283,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4716,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2014,57.444942,42.866535,12.203496,0.11110479,0.11475531,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4728,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2015,58.614086,43.77638,12.203452,0.0821136,0.15192862,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4740,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2016,59.883884,45.493484,12.199817,0.0943303,0.0888169,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4752,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2017,59.5957,44.369053,12.203593,0.11176307,0.102829635,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4764,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2018,59.60521,44.076298,12.203534,0.15385582,0.16057117,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4776,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2019,59.139603,43.349125,12.20357,0.15354936,0.09629953,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4788,41.65201950073242,-71.53179931640625,Rhode Island,RI,Northeast,New England,US,2020,61.126804,45.519253,12.199815,0.12594076,0.05980393,18471.9,17729.1,17044.0,17772.699999999997,18262.6,16281.3,16991.4,18736.3,17524.4,16929.9,690.1,600.3,610.6,790.2,846.9,826.7,956.7,1004.5,1183.2,1392.6,19162.0,18329.399999999998,17654.6,18562.899999999998,19109.5,17108.0,17948.100000000002,19740.8,18707.600000000002,18322.5
4800,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2011,76.15153,57.083786,12.174107,0.08781394,0.008741851,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4812,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2012,75.87939,57.59033,12.171322,0.097478665,0.0,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4824,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2013,72.72186,55.428196,12.174191,0.13447948,0.0,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4836,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2014,73.483315,55.10673,12.174102,0.11061805,0.011601473,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4848,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2015,74.978966,57.508358,12.174068,0.13167378,0.000328084,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4860,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2016,74.80052,57.619083,12.171379,0.118668996,0.00060288626,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4872,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2017,76.063385,57.706432,12.174172,0.12295733,0.0021484208,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4884,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2018,74.58297,57.22526,12.17413,0.14425229,0.00096308516,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4896,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2019,76.3031,57.633743,12.174157,0.11510237,7.408348e-05,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4908,33.84885787963867,-80.92153930664062,South Carolina,SC,South,South Atlantic,US,2020,74.91965,57.64574,12.171378,0.14840221,0.0,164044.8,155329.0,154133.7,156951.8,159256.4,161227.5,157271.5,162134.0,161027.4,151843.1,13587.9,13896.4,15658.9,15854.8,15123.0,15031.8,15284.7,16519.9,16636.6,17398.9,177632.69999999998,169225.4,169792.6,172806.59999999998,174379.4,176259.3,172556.2,178653.9,177664.0,169242.0
4920,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2011,55.250443,37.888695,12.216517,0.06354024,0.100963436,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
4932,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2012,62.814713,42.399082,12.212349,0.037292164,0.06220526,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
4944,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2013,55.568314,37.06699,12.216645,0.056120653,0.122086935,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
4956,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2014,56.33841,36.564175,12.21651,0.05082835,0.048730876,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
4968,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2015,59.851654,40.555347,12.216461,0.050951645,0.051193446,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
4980,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2016,60.23074,41.6561,12.212433,0.050978765,0.06898747,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
4992,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2017,58.389084,39.915882,12.216617,0.04410623,0.05538057,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
5004,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2018,55.57024,37.62344,12.216553,0.037636522,0.12156129,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
5016,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2019,51.818645,35.471783,12.216594,0.058207765,0.17881142,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
5028,44.32337188720703,-99.49539184570312,South Dakota,SD,Midwest,West North Central,US,2020,58.290646,39.444115,12.212432,0.02851405,0.070204146,21877.2,22382.1,23142.9,23150.1,21867.800000000003,22497.0,22411.1,23847.899999999998,24502.699999999997,23262.300000000003,15434.9,14076.2,12896.8,14013.5,13803.8,14901.8,14827.9,15819.4,16926.9,17107.8,37312.1,36458.3,36039.7,37163.6,35671.600000000006,37398.8,37239.0,39667.299999999996,41429.6,40370.100000000006
5040,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2011,69.69689,52.625744,12.180302,0.13654141,0.015103329,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5052,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2012,70.75733,53.56717,12.177302,0.12481856,0.005234381,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5064,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2013,66.74739,50.8728,12.180394,0.15326574,0.008458922,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5076,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2014,66.64687,49.843655,12.180297,0.14176701,0.011303729,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5088,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2015,68.8424,52.67365,12.180261,0.14014778,0.015414655,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5100,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2016,71.316414,53.989777,12.177363,0.10745687,0.025510265,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5112,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2017,69.95194,52.71913,12.180374,0.17467435,0.0047413423,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5124,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2018,68.71718,51.848907,12.180327,0.21909463,0.010072708,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5136,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2019,70.68815,52.284412,12.180356,0.2019726,0.0074790795,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5148,35.74692153930664,-86.6365966796875,Tennessee,TN,South,East South Central,US,2020,69.6596,52.065155,12.1773615,0.18936324,0.014649115,170410.4,161387.90000000002,163814.1,170342.6,164163.69999999998,172815.0,169347.5,173502.7,172377.8,161542.6,19130.4,18103.7,22638.1,19480.4,19687.8,17082.2,18276.1,19913.2,19156.9,21199.4,189540.8,179491.60000000003,186452.2,189823.0,183851.49999999997,189897.2,187623.6,193415.90000000002,191534.69999999998,182742.0
5160,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2011,81.24264,60.792027,12.16582,0.054041456,0.0041830707,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5172,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2012,79.81673,61.149494,12.163335,0.09277788,0.00023757808,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5184,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2013,77.442856,58.387802,12.165897,0.088746466,0.00029633392,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5196,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2014,77.27327,58.097187,12.165816,0.06805658,0.003489861,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5208,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2015,77.25199,59.719433,12.165787,0.13057472,0.0015504615,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5220,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2016,77.74703,60.965084,12.163386,0.119698316,0.0,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5232,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2017,78.38506,61.288662,12.165881,0.112916626,7.408348e-05,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5244,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2018,76.40685,59.562756,12.165841,0.13271794,0.00037041746,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5256,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2019,76.75117,59.103348,12.165866,0.09411344,0.0072125564,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5268,31.03690528869629,-97.580078125,Texas,TX,South,West South Central,US,2020,78.657616,60.40222,12.163384,0.11009875,0.001504661,1130396.0,1137049.1,1195792.6,1186099.2,1203822.5,1208942.1,1212950.8,1293734.7,1306935.7,1221204.7,52490.1,53339.5,58422.8,63405.4,67283.2,82081.5,91533.8,100991.7,107108.7,114953.8,1182886.1,1190388.6,1254215.4000000001,1249504.5999999999,1271105.7,1291023.6,1304484.6,1394726.4,1414044.4,1336158.5
5280,40.17574691772461,-111.96351623535156,Utah,UT,West,Mountain,US,2011,59.13258,40.26367,12.197059,0.04010602,0.13240252,85356.8,82408.1,88546.2,87013.8,84919.90000000001,80456.4,80035.2,83699.6,84903.3,79599.7,3128.2,2802.6,2501.1,2967.9,3377.8,4760.1,6418.1,6128.6,6008.9,6196.5,88485.0,85210.70000000001,91047.3,89981.7,88297.70000000001,85216.5,86453.3,89828.20000000001,90912.2,85796.2
5292,40.17574691772461,-111.96351623535156,Utah,UT,West,Mountain,US,2012,64.12031,43.49826,12.193501,0.016497357,0.14339018,85356.8,82408.1,88546.2,87013.8,84919.90000000001,80456.4,80035.2,83699.6,84903.3,79599.7,3128.2,2802.6,2501.1,2967.9,3377.8,4760.1,6418.1,6128.6,6008.9,6196.5,88485.0,85210.70000000001,91047.3,89981.7,88297.70000000001,85216.5,86453.3,89828.20000000001,90912.2,85796.2
5304,40.17574691772461,-111.96351623535156,Utah,UT,West,Mountain,US,2013,60.318176,41.057358,12.197167,0.021699732,0.102782704,85356.8,82408.1,88546.2,87013.8,84919.90000000001,80456.4,80035.2,83699.6,84903.3,79599.7,3128.2,2802.6,2501.1,2967.9,3377.8,4760.1,6418.1,6128.6,6008.9,6196.5,88485.0,85210.70000000001,91047.3,89981.7,88297.70000000001,85216.5,86453.3,89828.20000000001,90912.2,85796.2
5316,40.17574691772461,-111.96351623535156,Utah,UT,West,Mountain,US,2014,64.33784,44.113953,12.197052,0.036682636,0.07609132,85356.8,82408.1,88546.2,87013.8,84919.90000000001,80456.4,80035.2,83699.6,84903.3,79599.7,3128.2,2802.6,2501.1,2967.9,3377.8,4760.1,6418.1,6128.6,6008.9,6196.5,88485.0,85210.70000000001,91047.3,89981.7,88297.70000000001,85216.5,86453.3,89828.20000000001,90912.2,85796.2
5328,40.17574691772461,-111.96351623535156,Utah,UT,West,Mountain,US,2015,64.261894,44.31,12.19701,0.025127327,0.10007214,85356.8,82408.1,88546.2,87013.8,84919.90000000001,80456.4,80035.2,83699.6,84903.3,79599.7,3128.2,2802.6,2501.1,2967.9,3377.8,4760.1,6418.1,6128.6,6008.9,6196.5,88485.0,85210.70000000001,91047.3,89981.7,88297.70000000001,85216.5,86453.3,89828.20000000001,90912.2,85796.2
