,latitude,longitude,State,State Abbr,region,sub-region,country,month,year,Date,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg
335925,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2010,2010-12-01,33.86407,23.659235,9.324592,0.08610616,0.03733807
335956,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2011,2011-01-01,31.14085,17.582783,9.644658,0.006223012,0.2533655
335987,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2011,2011-02-01,40.190514,19.818373,10.656613,0.094206974,0.23425196
336015,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2011,2011-03-01,47.48311,30.014397,11.9443655,0.13919227,0.22136144
336046,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2011,2011-04-01,61.5503,42.7613,13.293163,0.26167977,0.0082677165
336076,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2011,2011-05-01,71.347626,53.89343,14.437897,0.16179833,0.0
336107,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2011,2011-06-01,78.3293,61.0703,15.025618,0.1003937,0.0
336137,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2011,2011-07-01,86.67375,66.86214,14.748572,0.10795021,0.0
336168,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2011,2011-08-01,79.11665,63.680202,13.756648,0.2529845,0.0
336199,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2011,2011-09-01,71.6333,59.1143,12.47195,0.4531496,0.0
336229,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2011,2011-10-01,59.882786,44.762783,11.13126,0.14833629,0.16090932
336260,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2011,2011-11-01,54.3653,38.4143,9.949479,0.13543306,0.0
336290,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2011,2011-12-01,43.89182,31.448591,9.325982,0.10464821,0.073787145
336321,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2012,2012-01-01,39.821495,25.64214,9.639137,0.072644144,0.1511303
336352,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2012,2012-02-01,43.66937,29.213507,10.667412,0.047244098,0.098832466
336381,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2012,2012-03-01,60.18472,40.207623,11.978639,0.08305816,0.0
336412,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2012,2012-04-01,60.5423,39.971302,13.324608,0.06824146,0.009186353
336442,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2012,2012-05-01,73.80085,56.0244,14.461072,0.13995427,0.0
336473,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2012,2012-06-01,78.485306,59.288303,15.029479,0.077034116,0.0
336503,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2012,2012-07-01,85.99149,67.49214,14.730839,0.11988824,0.0
336534,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2012,2012-08-01,82.28117,64.20278,13.727482,0.09372618,0.0
336565,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2012,2012-09-01,72.752304,57.0233,12.438104,0.16456693,0.0
336595,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2012,2012-10-01,61.610203,48.09859,11.099316,0.16433832,0.0
336626,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2012,2012-11-01,47.4323,32.4983,9.9246,0.022572182,0.052362204
336656,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2012,2012-12-01,43.40698,31.846333,9.32215,0.09728219,0.39649478
336687,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2013,2013-01-01,36.86601,22.686655,9.658441,0.1014732,0.16979933
336718,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2013,2013-02-01,37.850517,24.472656,10.67716,0.044853766,0.17027558
336746,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2013,2013-03-01,43.07601,27.863106,11.96801,0.046609093,0.29603758
336777,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2013,2013-04-01,59.9663,40.7183,13.313933,0.09199475,0.0
336807,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2013,2013-05-01,70.81924,50.307945,14.453734,0.07810516,0.0
336838,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2013,2013-06-01,79.3673,61.2593,15.0278845,0.14304462,0.0
336868,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2013,2013-07-01,84.42666,67.70408,14.736558,0.09944119,0.0
336899,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2013,2013-08-01,80.95149,62.754074,13.736869,0.09829821,0.0
336930,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2013,2013-09-01,73.922295,55.3943,12.449027,0.06902887,0.0
336960,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2013,2013-10-01,63.987946,48.50504,11.109487,0.11950723,0.0
336991,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2013,2013-11-01,46.2593,33.944298,9.932776,0.08097112,0.052362207
337021,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2013,2013-12-01,38.366978,24.109236,9.323667,0.10845821,0.42760983
337052,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2014,2014-01-01,31.5473,15.463429,9.651772,0.037846074,0.16002032
337083,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2014,2014-02-01,32.22873,12.541228,10.667536,0.04091676,0.6437008
337111,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2014,2014-03-01,42.55343,23.278913,11.956747,0.065532126,0.08623317
337142,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2014,2014-04-01,58.493298,37.8833,13.304039,0.17322834,0.0018372703
337172,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2014,2014-05-01,70.1602,50.81601,14.446066,0.13792227,0.0
337203,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2014,2014-06-01,78.0233,60.7103,15.026567,0.10249343,0.0
337233,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2014,2014-07-01,82.046005,63.73246,14.742218,0.07175514,0.0
337264,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2014,2014-08-01,79.1515,60.907623,13.745815,0.07277114,0.0
337295,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2014,2014-09-01,75.683304,57.5933,12.459943,0.026377952,0.0
337325,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2014,2014-10-01,62.4173,48.638588,11.119506,0.09728219,0.0
337356,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2014,2014-11-01,45.506298,32.2553,9.941125,0.044356953,0.18832019
337386,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2014,2014-12-01,39.65601,30.429558,9.324795,0.09042417,0.11557022
337417,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2015,2015-01-01,32.38343,18.897945,9.645727,0.03657607,0.33426464
337448,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2015,2015-02-01,28.108015,5.9873,10.657722,0.013638921,0.35039368
337476,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2015,2015-03-01,42.146976,24.547623,11.94552,0.059436113,0.31559563
337507,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2015,2015-04-01,60.293297,39.9203,13.293946,0.09540682,0.0
337537,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2015,2015-05-01,76.66633,55.46988,14.438349,0.044450086,0.0
337568,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2015,2015-06-01,78.1763,61.8983,15.025412,0.19999999,0.0
337598,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2015,2015-07-01,83.40762,65.25956,14.747572,0.048260096,0.0
337629,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2015,2015-08-01,82.58021,63.62214,13.755598,0.063373126,0.0
337660,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2015,2015-09-01,79.1213,59.867302,12.470569,0.1772966,0.0
337690,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2015,2015-10-01,60.95117,45.46246,11.130346,0.104775205,0.0
337721,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2015,2015-11-01,55.1483,41.3453,9.948696,0.04698163,0.0
337751,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2015,2015-12-01,51.12956,38.57601,9.326161,0.14465329,0.0
337782,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2016,2016-01-01,35.318592,20.375687,9.6402025,0.045466088,0.32092962
337813,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2016,2016-02-01,39.44247,24.843851,10.668501,0.15123542,0.16630463
337842,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2016,2016-03-01,54.918266,36.36375,11.980088,0.061722126,0.012446023
337873,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2016,2016-04-01,59.2703,39.314297,13.325534,0.08858267,0.054199472
337903,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2016,2016-05-01,67.587944,50.644722,14.461785,0.12598425,0.0
337934,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2016,2016-06-01,77.963295,60.9473,15.029295,0.12703411,0.0
337964,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2016,2016-07-01,87.75956,67.60826,14.73002,0.07785115,0.0
337995,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2016,2016-08-01,85.49795,68.06117,13.726564,0.1042672,0.0
338026,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2016,2016-09-01,78.9413,61.1123,12.437007,0.20826772,0.0
338056,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2016,2016-10-01,63.703426,48.638588,11.09847,0.07200914,0.0
338087,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2016,2016-11-01,53.6693,38.1203,9.923976,0.05485564,0.011942256
338117,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2016,2016-12-01,38.465687,27.880527,9.322279,0.067818135,0.21869442
338148,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2017,2017-01-01,39.311485,27.504065,9.659104,0.07277114,0.26758957
338179,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2017,2017-02-01,48.721355,29.728144,10.678223,0.0643982,0.15255904
338207,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2017,2017-03-01,46.343098,28.424387,11.969202,0.1004572,0.4445009
338238,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2017,2017-04-01,66.29,45.568996,13.315046,0.11128608,0.0
338268,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2017,2017-05-01,67.11278,49.156322,14.454516,0.1572263,0.0
338299,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2017,2017-06-01,78.491,59.216,15.027872,0.12060367,0.0
338329,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2017,2017-07-01,82.28793,64.337296,14.7358465,0.1643383,0.0
338360,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2017,2017-08-01,79.17568,60.862133,13.73569,0.13131826,0.0
338391,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2017,2017-09-01,75.95601,57.052998,12.447871,0.059055112,0.0
338421,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2017,2017-10-01,68.410515,50.680515,11.108288,0.18973836,0.0
338452,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2017,2017-11-01,49.25,33.509,9.932044,0.06509186,0.0027559055
338482,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2017,2017-12-01,37.038258,24.432451,9.32354,0.030861061,0.08890017
338513,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2018,2018-01-01,36.00471,19.944065,9.652475,0.052959103,0.13512827
338544,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2018,2018-02-01,45.491,26.687428,10.668703,0.1667604,0.3336614
338572,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2018,2018-03-01,42.61245,26.180193,11.957857,0.058166116,0.31292862
338603,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2018,2018-04-01,54.901997,34.793003,13.305218,0.1746719,0.15249345
338633,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2018,2018-05-01,74.132774,54.90181,14.446826,0.19519939,0.0
338664,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2018,2018-06-01,77.069,58.552998,15.026761,0.16889763,0.0
338694,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2018,2018-07-01,81.35019,63.855354,14.741661,0.37757176,0.0
338725,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2018,2018-08-01,79.88406,65.367935,13.744873,0.23837945,0.0
338756,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2018,2018-09-01,74.543,61.406002,12.458927,0.29343832,0.0
338786,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2018,2018-10-01,62.162773,47.097935,11.11851,0.13423926,0.003556007
338817,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2018,2018-11-01,43.988,32.192,9.940273,0.17545933,0.34265092
338847,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2018,2018-12-01,41.53245,29.103743,9.3244915,0.17081533,0.015113031
338878,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2019,2019-01-01,35.209225,21.032774,9.646509,0.095377184,0.33070865
338909,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2019,2019-02-01,40.01386,22.778856,10.658917,0.09505062,0.34940943
338937,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2019,2019-03-01,46.674065,25.855032,11.946985,0.08255016,0.19824739
338968,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2019,2019-04-01,62.381,42.425,13.295374,0.16653542,0.004593176
338998,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2019,2019-05-01,70.99729,52.837616,14.439502,0.18237236,0.0
339029,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2019,2019-06-01,76.886,57.791,15.0258,0.1664042,0.0
339059,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2019,2019-07-01,86.02729,65.936966,14.7469225,0.12179325,0.0
339090,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2019,2019-08-01,82.796,62.93213,13.754613,0.085725166,0.0
339121,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2019,2019-09-01,78.869,58.151,12.469391,0.04435695,0.0
339151,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2019,2019-10-01,64.4331,47.780193,11.129376,0.17411736,0.0
339182,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2019,2019-11-01,47.393,31.265001,9.947771,0.07926509,0.00091863517
339212,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2019,2019-12-01,41.08245,28.340195,9.32583,0.105537206,0.11912623
339243,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2020,2020-01-01,41.512127,27.530195,9.640686,0.06273812,0.13335027
339274,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2020,2020-02-01,43.804276,28.684277,10.669488,0.09666032,0.08647841
339303,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2020,2020-03-01,54.39084,34.706966,11.981495,0.112268224,0.06667513
339334,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2020,2020-04-01,56.144,37.964,13.32699,0.20013122,0.004593176
339364,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2020,2020-05-01,66.02987,47.135677,14.463047,0.07467614,0.0026670052
339395,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2020,2020-06-01,80.345,59.027,15.029735,0.09356955,0.0
339425,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,7,2020,2020-07-01,89.15116,67.33052,14.729476,0.03975108,0.0
339456,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,8,2020,2020-08-01,84.58149,65.47536,13.725298,0.09055118,0.0
339487,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,9,2020,2020-09-01,75.359,55.703,12.435681,0.09448819,0.0
339517,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,10,2020,2020-10-01,63.898903,47.025356,11.097002,0.100584194,0.0
339548,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,11,2020,2020-11-01,55.478,38.408,9.922985,0.09396325,0.00091863517
339578,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,12,2020,2020-12-01,40.79213,26.964064,9.321821,0.1017272,0.40360674
339609,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,1,2021,2021-01-01,37.296646,25.930517,9.6594,0.032258064,0.13068326
339640,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,2,2021,2021-02-01,35.349926,19.46493,10.679442,0.05624297,0.62992126
339668,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,3,2021,2021-03-01,53.31374,32.892452,11.9705,0.08813817,0.00088900176
339699,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,4,2021,2021-04-01,62.054,40.64,13.316757,0.119028874,0.004593176
339729,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,5,2021,2021-05-01,69.74891,48.003742,14.455725,0.12319024,0.0
339760,40.597537994384766,-77.2701416015625,Pennsylvania,PA,Northeast,New England,US,6,2021,2021-06-01,81.767,60.464,15.028464,0.114042,0.0
