,latitude,longitude,State,State Abbr,region,sub-region,country,month,year,Date,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg
287193,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,1,2021,2021-01-01,29.187355,17.179613,9.518414,0.013462027,0.34937766
287224,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,2,2021,2021-02-01,29.266571,14.429428,10.599732,0.021372328,0.76082677
287252,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,3,2021,2021-03-01,43.56413,23.378,11.964164,0.06489713,0.06845313
287283,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,4,2021,2021-04-01,53.624,33.662,13.386578,0.13897637,0.10656168
287313,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,5,2021,2021-05-01,61.166386,42.64671,14.593461,0.1544323,0.013335027
287344,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,6,2021,2021-06-01,73.067,55.643,15.202699,0.11824147,0.0
287374,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,7,2021,2021-07-01,72.77058,59.418648,14.890845,0.31623062,0.0
287405,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,8,2021,2021-08-01,74.9451,61.090904,13.828624,0.26289055,0.0
287436,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,9,2021,2021-09-01,66.779,53.42,12.4671335,0.20183727,0.0
287466,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,10,2021,2021-10-01,60.089287,46.76348,11.051679,0.19265938,0.0
287497,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,11,2021,2021-11-01,42.17,29.369,9.8069315,0.07637796,0.16443568
287527,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,12,2021,2021-12-01,39.18897,26.130259,9.1606865,0.07124714,0.18757936
287558,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,1,2022,2022-01-01,25.964775,7.352194,9.511261,0.022098046,0.48361692
287589,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,2,2022,2022-02-01,33.59943,13.841214,10.589463,0.11178289,0.22145668
287617,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,3,2022,2022-03-01,43.69187,22.750904,11.952069,0.073025145,0.3760478
287648,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,4,2022,2022-04-01,50.516,32.864,13.376277,0.15524934,0.47585306
287678,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,5,2022,2022-05-01,66.40381,46.786713,14.585458,0.07124714,0.0
287709,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,6,2022,2022-06-01,69.527,52.268,15.201605,0.13923883,0.0
287739,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,7,2022,2022-07-01,77.07026,59.07026,14.8968,0.07797816,0.0
287770,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,8,2022,2022-08-01,76.76542,60.002193,13.838185,0.07747015,0.0
287801,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,9,2022,2022-09-01,65.708,51.653,12.478364,0.22506562,0.0
287831,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,10,2022,2022-10-01,56.46026,40.649292,11.062375,0.0982982,0.0
287862,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,11,2022,2022-11-01,46.58,33.982998,9.815266,0.08202099,0.09461942
287892,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,12,2022,2022-12-01,34.34639,19.818645,9.161726,0.0504191,0.5805182
287923,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,1,2023,2023-01-01,36.66026,25.48284,9.50501,0.06553213,0.31559566
287954,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,2,2023,2023-02-01,37.697643,19.945143,10.578713,0.045697413,0.38385823
287982,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,3,2023,2023-03-01,39.848,22.922194,11.94044,0.042545084,0.6676403
288013,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,4,2023,2023-04-01,57.215,37.103,13.365291,0.13110235,0.01929134
288043,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,5,2023,2023-05-01,63.294453,40.930904,14.57764,0.06045212,0.02578105
288074,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,6,2023,2023-06-01,69.215,52.334,15.200438,0.11443569,0.0
288104,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,7,2023,2023-07-01,76.0251,60.38252,14.902368,0.28232157,0.0
288135,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,8,2023,2023-08-01,71.18252,56.52413,13.848641,0.23660147,0.0
288166,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,9,2023,2023-09-01,67.232,52.318996,12.489248,0.11837269,0.0
288196,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,10,2023,2023-10-01,58.280582,43.508965,11.073855,0.08102615,0.0026670052
288227,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,11,2023,2023-11-01,42.172997,28.321999,9.8229265,0.074015744,0.11574803
288257,42.14411163330078,-74.75912475585938,New York,NY,Northeast,Middle Atlantic,US,12,2023,2023-12-01,39.903164,29.050903,9.163349,0.16230632,0.21691652
288288,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2000,2000-01-01,35.9879,21.047901,10.408966,0.0,0.0
288289,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2000,2000-02-01,55.70721,35.59376,10.900475,0.051995657,0.0
288318,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2000,2000-03-01,64.95628,45.310158,11.99271,0.077470146,0.0
288349,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2000,2000-04-01,67.4609,48.5099,13.1161585,0.16574803,0.0
288379,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2000,2000-05-01,80.9879,60.621773,14.058019,0.0519431,0.0
288410,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2000,2000-06-01,84.4049,67.51791,14.526749,0.15380576,0.0
288440,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2000,2000-07-01,82.924355,68.48952,14.284785,0.1568453,0.0
288471,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2000,2000-08-01,83.7721,68.062744,13.457781,0.1050292,0.0
288502,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2000,2000-09-01,76.382904,62.4029,12.384414,0.17414697,0.0
288532,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2000,2000-10-01,72.7979,51.511448,11.266444,0.001016002,0.0
288563,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2000,2000-11-01,58.1729,41.8349,10.291088,0.044094488,0.061548553
288593,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2000,2000-12-01,42.78145,29.838867,9.793082,0.042291082,0.01511303
288624,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2001,2001-01-01,49.328224,33.113705,10.067032,0.07785115,0.0026670052
288655,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2001,2001-02-01,57.279327,39.09933,10.908118,0.066226095,0.03051181
288683,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2001,2001-03-01,56.754673,39.497902,11.983853,0.19164337,0.013335027
288714,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2001,2001-04-01,71.741905,51.7769,13.107177,0.0687664,0.0
288744,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2001,2001-05-01,77.88435,58.14822,14.052206,0.07289814,0.0
288775,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2001,2001-06-01,83.045906,66.72291,14.52566,0.12178478,0.0
288805,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2001,2001-07-01,83.774994,68.30952,14.289276,0.118237235,0.0
288836,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2001,2001-08-01,85.8479,69.35758,13.465743,0.12065024,0.0
288867,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2001,2001-09-01,76.3979,60.8669,12.393037,0.10748031,0.0
288897,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2001,2001-10-01,70.0021,50.553383,11.274968,0.03175006,0.0
288928,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2001,2001-11-01,66.5999,48.8699,10.297218,0.029265089,0.0
288958,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2001,2001-12-01,57.3179,41.916286,9.794381,0.07137414,0.0
288989,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2002,2002-01-01,51.705963,35.72371,10.061581,0.12611124,0.1573533
289020,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2002,2002-02-01,55.03254,36.913612,10.899907,0.048650168,0.0
289048,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2002,2002-03-01,62.494354,43.036934,11.974742,0.15824232,0.0
289079,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2002,2002-04-01,73.1219,54.1769,13.098734,0.051312335,0.0
289109,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2002,2002-05-01,76.71145,57.21048,14.046183,0.085344166,0.0
289140,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2002,2002-06-01,86.174904,67.1129,14.524562,0.045406826,0.0
289170,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2002,2002-07-01,88.89919,71.549515,14.294161,0.1010922,0.0
289201,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2002,2002-08-01,86.048225,69.61016,13.473308,0.1515113,0.0
289232,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2002,2002-09-01,79.2929,66.0419,12.402268,0.15249343,0.0
289262,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2002,2002-10-01,68.60855,56.766285,11.283163,0.16535433,0.0
289293,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2002,2002-11-01,57.9059,43.0139,10.304013,0.16246718,0.0
289323,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2002,2002-12-01,48.518223,34.449192,9.795362,0.14160529,0.048895095
289354,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2003,2003-01-01,44.94145,30.593706,10.056237,0.07162814,0.07023114
289385,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2003,2003-02-01,50.6354,34.416115,10.892154,0.16422947,0.048228346
289413,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2003,2003-03-01,63.33629,44.72951,11.9655075,0.19215138,0.0
289444,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2003,2003-04-01,68.1989,49.6499,13.09085,0.18451445,0.0
289474,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2003,2003-05-01,73.27984,59.0279,14.039997,0.2461265,0.0
289505,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2003,2003-06-01,80.9879,65.1119,14.52366,0.20538057,0.0
289535,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2003,2003-07-01,84.44273,69.48823,14.298799,0.22110742,0.0
289566,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2003,2003-08-01,84.78242,70.59725,13.480991,0.16344932,0.0
289597,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2003,2003-09-01,77.7599,62.666904,12.411376,0.12519684,0.0
289627,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2003,2003-10-01,68.509834,52.849834,11.29176,0.1046482,0.0
289658,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2003,2003-11-01,65.4479,48.122902,10.310596,0.06666667,0.0
289688,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2003,2003-12-01,49.159836,33.610157,9.79623,0.078613155,0.03733807
289719,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2004,2004-01-01,47.44693,31.537254,10.05145,0.039751075,0.12712725
289750,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2004,2004-02-01,48.898243,33.114105,10.901342,0.09285909,0.3753733
289779,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2004,2004-03-01,62.503063,44.494354,11.993949,0.07086614,0.0
289810,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2004,2004-04-01,70.0679,49.8389,13.117424,0.10144357,0.0
289840,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2004,2004-05-01,81.5279,63.379837,14.059152,0.10883922,0.0
289871,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2004,2004-06-01,82.286896,67.3649,14.527171,0.17755905,0.0
289901,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2004,2004-07-01,86.55919,70.09499,14.284406,0.11226822,0.0
289932,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2004,2004-08-01,82.02726,67.04371,13.456843,0.21323343,0.0
289963,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2004,2004-09-01,77.3909,63.6479,12.3830595,0.15078738,0.0
289993,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2004,2004-10-01,70.42887,56.684994,11.265081,0.04229108,0.0
290024,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2004,2004-11-01,62.0909,47.135902,10.289803,0.10419948,0.0
290054,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2004,2004-12-01,51.54919,36.13887,9.792746,0.06362713,0.006223012
290085,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2005,2005-01-01,52.695965,37.207256,10.067494,0.07378715,0.031115063
290116,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2005,2005-02-01,53.930042,36.119686,10.909186,0.08000562,0.18011813
290144,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2005,2005-03-01,58.586613,38.809834,11.985293,0.13373126,0.07023115
290175,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2005,2005-04-01,69.48591,49.7339,13.108543,0.08346457,0.0
290205,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2005,2005-05-01,75.465965,55.828545,14.0534525,0.08483616,0.0
290236,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2005,2005-06-01,82.80891,66.6599,14.525999,0.12624672,0.0
290266,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2005,2005-07-01,88.62629,72.574356,14.288928,0.1529083,0.0
290297,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2005,2005-08-01,87.90629,71.58145,13.464818,0.07023114,0.0
290328,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2005,2005-09-01,86.4419,67.6289,12.3918915,0.0069553806,0.0
290358,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2005,2005-10-01,71.085,55.85467,11.273713,0.11391923,0.0
290389,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2005,2005-11-01,63.086903,45.7319,10.296122,0.1812336,0.0
290419,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2005,2005-12-01,48.95371,33.34016,9.794061,0.11823723,0.0053340103
290450,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2006,2006-01-01,56.6879,40.511124,10.062053,0.08826518,0.0
290481,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2006,2006-02-01,52.24897,35.637543,10.901101,0.06482002,0.032480318
290509,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2006,2006-03-01,61.057255,42.104996,11.97617,0.046482086,0.0
290540,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2006,2006-04-01,75.077896,53.3609,13.10023,0.089501314,0.0
290570,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2006,2006-05-01,76.92048,56.086933,14.047421,0.08280417,0.0
290601,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2006,2006-06-01,82.77891,65.3339,14.524896,0.23818897,0.0
290631,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2006,2006-07-01,87.72629,69.98467,14.293562,0.10820421,0.0
290662,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2006,2006-08-01,86.3879,71.28823,13.472124,0.1612903,0.0
290693,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2006,2006-09-01,77.0249,61.7699,12.400944,0.15879266,0.0
290723,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2006,2006-10-01,67.383385,51.296608,11.281904,0.08851917,0.0
290754,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2006,2006-11-01,60.7289,43.8479,10.303013,0.19960628,0.0
290784,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2006,2006-12-01,56.226288,40.525642,9.795042,0.090678185,0.0
290815,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2007,2007-01-01,52.939835,38.406284,10.056909,0.0994412,0.023114044
290846,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2007,2007-02-01,48.816113,32.323616,10.893238,0.0642576,0.038385827
290874,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2007,2007-03-01,66.840485,45.243385,11.966828,0.11493523,0.0
290905,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2007,2007-04-01,69.368904,49.127903,13.092104,0.10065616,0.0
290935,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2007,2007-05-01,79.036934,58.63306,14.041032,0.042418085,0.0
290966,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2007,2007-06-01,84.7889,66.5999,14.523951,0.14343832,0.0
290996,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2007,2007-07-01,87.00339,68.94823,14.298014,0.0515621,0.0
291027,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2007,2007-08-01,94.229515,74.243706,13.479857,0.046990093,0.0
291058,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2007,2007-09-01,84.4739,66.0389,12.409899,0.0339895,0.0
291088,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2007,2007-10-01,76.73467,59.402416,11.290623,0.12712725,0.0
291119,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2007,2007-11-01,60.836903,43.541897,10.3095455,0.028083988,0.0
291149,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2007,2007-12-01,57.12919,41.681126,9.796012,0.13525526,0.0
291180,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2008,2008-01-01,48.60532,34.02532,10.05241,0.03454407,0.08890017
291211,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2008,2008-02-01,57.755486,39.206177,10.902558,0.10548466,0.014254683
291240,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2008,2008-03-01,62.59887,42.78145,11.995625,0.09639319,0.0
291271,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2008,2008-04-01,68.2499,50.9249,13.118715,0.16391076,0.0
291301,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2008,2008-05-01,76.9321,56.536934,14.060219,0.09017018,0.0
291332,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2008,2008-06-01,90.5039,69.8729,14.527299,0.04658793,0.0
291362,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2008,2008-07-01,87.90338,69.69726,14.283457,0.09296419,0.0
291393,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2008,2008-08-01,86.37338,69.00919,13.455635,0.120015234,0.0
291424,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2008,2008-09-01,78.6659,64.4849,12.381626,0.15866141,0.0
291454,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2008,2008-10-01,68.68403,51.157253,11.26404,0.0508001,0.0
291485,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2008,2008-11-01,56.8709,41.1479,10.289039,0.112467185,0.0027559055
291515,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2008,2008-12-01,55.067898,40.50532,9.792757,0.11569723,0.0
291546,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2009,2009-01-01,47.3279,33.003384,10.068272,0.07327914,0.051562093
291577,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2009,2009-02-01,54.04254,36.000755,10.910388,0.06524184,0.017716536
291605,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2009,2009-03-01,58.725964,42.093384,11.9867325,0.17259333,0.1537973
291636,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2009,2009-04-01,70.3649,50.7869,13.109857,0.078871384,0.0
291666,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2009,2009-05-01,77.28339,60.679836,14.054326,0.14325628,0.0
291697,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2009,2009-06-01,85.244896,68.129906,14.526003,0.14501311,0.0
291727,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2009,2009-07-01,85.81016,68.866936,14.287951,0.11252222,0.0
291758,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2009,2009-08-01,86.205,70.65532,13.463234,0.0985522,0.0
291789,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2009,2009-09-01,79.1909,63.5189,12.390396,0.08661418,0.0
291819,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2009,2009-10-01,68.9221,53.66564,11.27229,0.053340103,0.0
291850,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2009,2009-11-01,61.2209,46.307903,10.295509,0.25459316,0.0
291880,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2009,2009-12-01,48.872417,34.902096,9.794102,0.16865633,0.11379222
291911,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2010,2010-01-01,46.413383,30.34403,10.062822,0.117856234,0.1804674
291942,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2010,2010-02-01,45.045757,29.883972,10.902407,0.10334645,0.17224407
291970,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2010,2010-03-01,60.59274,41.733383,11.97731,0.1050292,0.047117095
292001,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2010,2010-04-01,74.993904,52.232903,13.101515,0.043175854,0.0
292031,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2010,2010-05-01,79.97177,62.773064,14.047992,0.1520193,0.0
292062,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2010,2010-06-01,90.1379,71.7509,14.524809,0.051968504,0.0
292092,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2010,2010-07-01,90.65274,72.867584,14.292678,0.12598425,0.0
292123,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2010,2010-08-01,88.963066,72.35081,13.470643,0.10668021,0.0
292154,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2010,2010-09-01,86.9489,67.6079,12.399659,0.21771652,0.0
292184,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2010,2010-10-01,72.937256,54.45532,11.280576,0.0506731,0.0
292215,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2010,2010-11-01,60.6239,43.7489,10.302465,0.04265092,0.0
292245,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2010,2010-12-01,42.073063,28.05048,9.795139,0.055626113,0.16535433
292276,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,1,2011,2011-01-01,45.45532,30.4979,10.057832,0.04635509,0.05867412
292307,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,2,2011,2011-02-01,57.327545,38.68147,10.894557,0.061867267,0.023622049
292335,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,3,2011,2011-03-01,61.751125,43.47532,11.967974,0.1512573,0.013335026
292366,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,4,2011,2011-04-01,74.2469,53.570904,13.093344,0.078871384,0.0
292396,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,5,2011,2011-05-01,79.53919,60.046932,14.041624,0.08839218,0.0
292427,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,6,2011,2011-06-01,91.2509,70.2239,14.523775,0.060892392,0.0
292457,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,7,2011,2011-07-01,92.101456,73.66306,14.296988,0.068199135,0.0
292488,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,8,2011,2011-08-01,89.32016,71.218544,13.478453,0.08712217,0.0
292519,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,9,2011,2011-09-01,80.7209,65.462906,12.408582,0.13543306,0.0
292549,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,10,2011,2011-10-01,69.195,51.566612,11.289536,0.081661165,0.0
292580,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,11,2011,2011-11-01,63.6449,45.4949,10.3089485,0.12979002,0.0
292610,35.606327056884766,-79.820068359375,North Carolina,NC,South,South Atlantic,US,12,2011,2011-12-01,56.61242,41.103386,9.796277,0.07048514,0.0
