,latitude,longitude,State,region,sub-region,country,year,max_temp_avg,min_temp_avg,daylight_hr_avg,rain_avg,snowfall_avg
435705,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
436070,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
436435,44.253074645996094,-89.58779907226562,Wisconsin,Midwest,East North Central,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
436800,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2000,63.63077,46.11831,12.424892,0.08041297,0.087107904
437136,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2001,62.34338,45.10213,12.206055,0.07817609,0.099702634
437501,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2002,62.450317,45.192238,12.206045,0.08209914,0.10655575
437866,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2003,61.47088,44.427094,12.206116,0.090982,0.1093805
438231,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2004,61.5735,44.856514,12.198321,0.09423381,0.085110314
438597,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2005,62.60911,45.2312,12.206131,0.083984,0.10196184
438962,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2006,63.519978,46.064655,12.206084,0.088416964,0.08478536
439327,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2007,63.108326,45.51338,12.206094,0.0787962,0.10840339
439692,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2008,61.686153,44.139435,12.198411,0.09047863,0.115077436
440058,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2009,61.12689,44.162178,12.206078,0.09587793,0.10404931
440423,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2010,62.351288,45.21585,12.206028,0.085310504,0.11215047
440788,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2011,62.65916,45.350056,12.20607,0.092382744,0.11062706
441153,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2012,64.784424,47.059196,12.19828,0.07662823,0.09432767
441519,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2013,61.384857,44.32686,12.206061,0.08844763,0.10159024
441884,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2014,61.44571,43.903133,12.205998,0.08503302,0.10813394
442249,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2015,63.295246,45.951653,12.206015,0.09086736,0.09455946
442614,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2016,63.879883,46.84082,12.19835,0.08649079,0.09363523
442980,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2017,63.42332,46.237774,12.206029,0.09639927,0.12617797
443345,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2018,62.477726,45.290493,12.206028,0.115577355,0.13716163
443710,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2019,62.17523,44.758846,12.206122,0.10337844,0.13377577
444075,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2020,63.667397,46.00371,12.198345,0.10005855,0.10955854
444441,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2021,63.684147,46.113163,12.206074,0.1007984,0.111712255
444806,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2022,63.47338,44.741516,12.205966,0.096211456,0.12717286
445171,42.776798248291016,-107.44082641601562,Wyoming,West,Mountain,US,2023,63.979103,45.995964,12.205958,0.09527495,0.10749142
